cge:100768168	CDS	1	Add1; alpha-adducin isoform X1
cge:100768852	CDS	1	Sh3bp2; SH3 domain-binding protein 2 isoform X5
cge:100769313	CDS	1	Tnip2; TNFAIP3-interacting protein 2 isoform X1
cge:100769601	CDS	1	Fam193a; protein FAM193A isoform X1
cge:100770179	CDS	1	Rnf4; E3 ubiquitin-protein ligase RNF4 isoform X1
cge:100771318	CDS	1	Mxd4; max dimerization protein 4 isoform X2
cge:100769107	CDS	1	Poln; DNA polymerase nu isoform X10
cge:100770464	CDS	1	Haus3; HAUS augmin-like complex subunit 3
cge:100769399	CDS	1	Nat8l; LOW QUALITY PROTEIN: N-acetylaspartate synthetase isoform X2
cge:100763780	CDS	1	Nsd2; histone-lysine N-methyltransferase NSD2 isoform X1
cge:100769975	CDS	1	Nelfa; negative elongation factor A isoform X2
cge:100764264	CDS	1	Letm1; mitochondrial proton/calcium exchanger protein isoform X1
cge:107978793	CDS	1	60S ribosomal protein L30
cge:100764560	CDS	1	Fgfr3; fibroblast growth factor receptor 3 isoform X1
cge:100765245	CDS	1	Tacc3; transforming acidic coiled-coil-containing protein 3 isoform X2
cge:100765535	CDS	1	Tmem129; E3 ubiquitin-protein ligase TM129 isoform X1
cge:100765822	CDS	1	Slbp; histone RNA hairpin-binding protein isoform X2
cge:100766117	CDS	1	Fam53a; protein FAM53A isoform X1
cge:100766412	CDS	1	Uvssa; UV-stimulated scaffold protein A isoform X3
cge:100770544	CDS	1	Maea; E3 ubiquitin-protein transferase MAEA isoform X2
cge:100766703	CDS	1	Ctbp1; C-terminal-binding protein 1 isoform X4
cge:100766996	CDS	1	Spon2; spondin-2
cge:100767281	CDS	1	Slc5a1; sodium/glucose cotransporter 1 isoform X1
cge:100771398	CDS	1	Ywhah; 14-3-3 protein eta isoform X2
cge:100767573	CDS	1	Depdc5; GATOR complex protein DEPDC5 isoform X1
cge:100771689	CDS	1	Prr14l; protein PRR14L isoform X1
cge:100771980	CDS	1	protein SFI1 homolog isoform X12
cge:100689093	CDS	1	Pisd; phosphatidylserine decarboxylase proenzyme, mitochondrial isoform X1
cge:100762835	CDS	1	Eif4enif1; eukaryotic translation initiation factor 4E transporter
cge:100764489	CDS	1	Drg1; developmentally-regulated GTP-binding protein 1
cge:100763609	CDS	1	Patz1; POZ-, AT hook-, and zinc finger-containing protein 1 isoform X2
cge:100760910	CDS	1	Limk2; LIM domain kinase 2 isoform X1
cge:100763897	CDS	1	Pik3ip1; phosphoinositide-3-kinase-interacting protein 1 isoform X3
cge:100761198	CDS	1	Rnf185; E3 ubiquitin-protein ligase RNF185 isoform X1
cge:100761777	CDS	1	Inpp5j; phosphatidylinositol 4,5-bisphosphate 5-phosphatase A
cge:100761489	CDS	1	Pla2g3; group 3 secretory phospholipase A2
cge:100762366	CDS	1	Smtn; smoothelin isoform X5
cge:113832278	CDS	1	uncharacterized protein LOC113832278
cge:100764189	CDS	1	Morc2; ATPase MORC2 isoform X5
cge:100760907	CDS	1	Osbp2; oxysterol-binding protein 2 isoform X3
